Search:,"The Grudge",ImdbId:,tt0391198,Title:,The Grudge,Year:,2004,ImdbId:,tt0433386,Title:,The Grudge 2,Year:,2006,ImdbId:,tt3612126,Title:,The Grudge,Year:,2020,ImdbId:,tt1053859,Title:,The Grudge 3,Year:,2009,ImdbId:,tt0877368,Title:,Tales from the Grudge,Year:,2006,ImdbId:,tt1516095,Title:,Ju-On: The Grudge,Year:,2009,ImdbId:,tt0474875,Title:,A Powerful Rage: Behind 'The Grudge',Year:,2005,ImdbId:,tt0005431,Title:,The Grudge,Year:,1915,ImdbId:,tt1648124,Title:,The Grudge 3: The Curse Continues,Year:,2009,ImdbId:,tt0413574,Title:,The Grudge Match,Year:,1991,23,True
Search:,"Godfather",ImdbId:,tt0068646,Title:,The Godfather,Year:,1972,ImdbId:,tt0071562,Title:,The Godfather: Part II,Year:,1974,ImdbId:,tt0099674,Title:,The Godfather: Part III,Year:,1990,ImdbId:,tt0150742,Title:,The Godfather Trilogy: 1901-1980,Year:,1992,ImdbId:,tt8080122,Title:,Godfather of Harlem,Year:,2019,ImdbId:,tt0809488,Title:,The Godfather: A Novel for Television,Year:,1977,ImdbId:,tt0442674,Title:,The Godfather,Year:,2006,ImdbId:,tt0353496,Title:,Godfather,Year:,1991,ImdbId:,tt10095336,Title:,Our Godfather,Year:,2019,ImdbId:,tt0074412,Title:,Disco Godfather,Year:,1979,104,True
